submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
02/10/2020,MA,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
11/19/2020,FSM,0,0,0,0,0,0,0,0,0,0,11/20/2020 03:06:16 PM,Agree,Agree
03/09/2020,FSM,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/19/2021,MA,"463,998","454,102","9,896","2,567",0,"13,677","13,469",208,45,0,01/20/2021 02:44:03 PM,Agree,Agree
02/01/2020,AS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
05/03/2020,SD,"2,631",,,43,2,21,21,0,0,0,05/04/2020 10:49:24 PM,N/A,Agree
11/22/2020,DE,"31,808","30,492","1,316",487,10,748,657,91,2,0,11/23/2020 03:04:35 PM,Agree,Agree
06/12/2020,AK,625,,,15,0,12,,,1,0,06/13/2020 05:46:26 PM,N/A,N/A
10/10/2020,NJ,"219,187",,,960,96,"16,171","14,383","1,788",7,0,02/19/2021 01:38:31 PM,Not agree,Agree
02/16/2021,MN,"474,621",,,452,83,"6,448","6,115",333,2,0,02/17/2021 02:51:58 PM,N/A,Agree
11/19/2020,HI,"16,677",,,100,0,222,,,0,0,11/20/2020 03:06:16 PM,Not agree,Not agree
02/06/2020,NH,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
12/18/2020,GA,"576,537","500,265","76,272","8,141","2,049","10,332","9,396",936,38,0,12/19/2020 02:42:31 PM,Agree,Agree
07/25/2020,GA,"168,460","163,314","5,146","3,822",51,"3,495","3,495",0,53,0,07/26/2020 11:17:16 AM,Agree,Agree
10/23/2020,DE,"23,687","22,567","1,120",0,0,678,597,81,0,0,10/24/2020 01:26:44 PM,Agree,Agree
01/05/2021,ID,"144,843","119,461","25,382","1,538",555,"1,471","1,298",173,12,4,01/06/2021 02:58:26 PM,Agree,Agree
11/05/2020,NYC,"271,053","260,092","10,961","1,330",243,"24,054","19,392","4,662",7,-1,11/06/2020 03:33:41 PM,Agree,Agree
04/21/2020,NH,"1,491",,,44,0,42,,,0,0,04/21/2020 04:22:39 PM,Not agree,Not agree
04/13/2020,MA,"26,867",,,"1,392",,844,,,88,,04/12/2020 04:22:39 PM,Agree,Agree
01/27/2021,SC,"438,348","387,746","50,602","3,514",738,"7,306",,,66,6,02/08/2021 12:00:00 AM,Agree,Not agree
12/06/2020,NE,"139,834",,,"1,266",0,"1,205",,,11,0,12/07/2020 02:38:33 PM,Not agree,Not agree
06/03/2020,NH,"4,795",,,46,0,265,,,9,0,06/04/2020 03:03:31 PM,Not agree,Not agree
10/26/2020,HI,"14,653",,,35,0,211,,,0,0,10/27/2020 01:47:53 PM,Not agree,Not agree
02/28/2020,ME,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/16/2020,DC,22,,,5,,0,,,0,,03/26/2020 04:22:39 PM,,
02/01/2021,OH,"899,079","783,158","115,921","3,287","1,111","11,230","10,000","1,230",55,10,02/02/2021 02:51:51 PM,Agree,Agree
02/22/2020,DE,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/30/2020,NV,"5,007",,,109,9,252,,,15,9,05/01/2020 09:00:19 PM,,
06/13/2020,NE,"16,633",,,120,0,216,,,0,0,06/14/2020 02:19:43 PM,Not agree,Not agree
02/08/2021,NE,"194,168",,,446,0,"1,978",,,10,0,02/09/2021 03:24:29 PM,Not agree,Not agree
06/19/2020,IA,"25,275",,,421,0,681,,,1,0,06/20/2020 02:15:45 PM,Not agree,Not agree
03/19/2020,NV,95,,,32,,1,,,0,,03/26/2020 04:22:39 PM,,
10/06/2020,FL,"711,358",,,"2,202",471,"14,767",,,55,2,10/07/2020 01:45:01 PM,Not agree,Not agree
06/17/2020,VI,73,,,0,0,6,,,0,0,06/18/2020 05:16:14 PM,,
11/04/2020,MT,"35,955","35,955",0,796,0,404,404,0,5,0,11/05/2020 02:39:23 PM,Agree,Agree
09/25/2020,MO,"120,289",,,"1,978",0,"1,994",,,42,0,09/26/2020 01:46:07 PM,Not agree,Not agree
08/07/2020,MA,"120,291","111,853","8,438",417,97,"8,709","8,488",221,18,0,08/08/2020 02:58:44 PM,Agree,Agree
11/06/2020,WV,"27,087","24,672","2,415",540,67,487,,,7,0,11/07/2020 02:45:17 PM,Agree,Not agree
07/20/2020,AZ,"145,183","145,183",0,"1,559",0,"2,784","2,784",0,23,0,07/21/2020 02:50:17 PM,Agree,Agree
10/26/2020,WV,"22,223","20,814","1,409",317,70,424,,,1,0,10/27/2020 01:47:53 PM,Agree,Not agree
03/14/2020,PW,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
11/20/2020,TX,"1,168,925",,,"13,598","1,783","20,296",,,183,0,02/19/2021 01:40:11 PM,Not agree,Not agree
02/08/2021,NV,"284,590",,,548,0,"4,522",,,2,0,02/09/2021 03:24:29 PM,,
10/24/2020,HI,"14,501",,,89,0,211,,,2,0,10/25/2020 01:45:35 PM,Not agree,Not agree
10/07/2020,MO,"135,651",,,"1,068",0,"2,236",,,36,0,10/08/2020 01:56:57 PM,Not agree,Not agree
08/29/2020,VT,"1,616",,,27,0,58,,,0,0,08/30/2020 02:49:52 PM,Not agree,Not agree
01/26/2020,NJ,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/13/2020,IN,"25,473",,,346,0,"1,619","1,482",137,41,3,05/14/2020 05:25:44 PM,Not agree,Agree
08/15/2020,CA,"613,689",,,"12,614",0,"11,147",,,151,0,08/16/2020 02:57:14 PM,Not agree,Not agree
12/01/2020,FL,"991,910",,,"8,540","5,001","18,679",,,82,16,12/02/2020 03:48:48 PM,Not agree,Not agree
01/15/2021,MI,"579,574","533,602","45,972","3,001",403,"14,550","13,701",849,39,10,01/16/2021 02:46:10 PM,Agree,Agree
05/01/2020,SC,"6,187","6,187",0,203,0,264,,,12,0,02/08/2021 12:00:00 AM,Agree,Not agree
07/25/2020,SC,"80,549","79,715",834,"1,916",44,"1,542",,,47,2,02/08/2021 12:00:00 AM,Agree,Not agree
03/23/2020,SD,28,,,7,,1,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
09/29/2020,SD,"21,997",,,259,0,223,221,2,5,0,09/30/2020 02:17:41 PM,N/A,Agree
07/02/2020,NV,"19,964",,,636,4,548,,,15,1,07/03/2020 03:01:33 PM,,
07/11/2020,TN,"61,006","60,508",498,"1,460",37,738,711,27,15,1,07/12/2020 03:13:57 PM,Agree,Agree
05/24/2020,MP,22,22,0,0,0,2,2,0,0,0,05/25/2020 02:12:49 PM,Agree,Agree
08/09/2020,SD,"9,605",,,128,0,146,144,2,0,0,08/10/2020 02:23:35 PM,N/A,Agree
11/14/2020,ME,"8,944","8,006",938,153,29,165,164,1,1,0,11/15/2020 03:12:13 PM,Agree,Agree
02/01/2021,VA,"510,380","408,421","101,959","2,740",910,"6,517","5,684",833,43,25,02/02/2021 02:51:51 PM,Agree,Agree
01/19/2021,NYC,"548,160","473,475","74,685","4,701",867,"26,249","21,346","4,903",86,17,01/20/2021 02:44:03 PM,Agree,Agree
12/27/2020,DE,"55,057","52,861","2,196",584,11,897,797,100,2,0,12/28/2020 02:42:49 PM,Agree,Agree
03/27/2020,GA,"2,367","2,365",2,524,0,65,,,5,,03/26/2020 12:22:39 PM,Agree,Agree
02/15/2020,MA,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
07/14/2020,VT,"1,305",,,4,0,56,,,0,0,07/15/2020 03:05:12 PM,Not agree,Not agree
10/12/2020,WI,"160,331","152,192","8,139","2,016",60,"1,484","1,474",10,9,0,10/13/2020 01:29:38 PM,Agree,Agree
12/11/2020,NY,"406,146",,,"7,248",0,"10,669",,,71,0,12/12/2020 02:59:37 PM,Not agree,Not agree
05/26/2020,IL,"113,195","113,195",0,"1,178",0,"4,923","4,923",0,39,0,05/27/2020 03:37:59 PM,Agree,Agree
01/21/2021,RI,"108,786",,,910,0,"2,076",,,18,0,01/22/2021 02:51:49 PM,Not agree,N/A
09/13/2020,SC,"134,846","130,761","4,085","1,142",152,"3,167",,,20,3,02/08/2021 12:00:00 AM,Agree,Not agree
06/28/2020,NV,"17,397",,,821,0,522,,,0,0,06/29/2020 02:37:31 PM,,
11/21/2020,OK,"182,593","153,787","28,806","7,088","1,069","1,659","1,593",66,40,3,11/22/2020 03:02:23 PM,Agree,Agree
07/17/2020,NJ,"178,264",,,95,45,"15,684","13,710","1,974",19,0,02/19/2021 01:38:31 PM,Not agree,Agree
09/21/2020,GA,"322,650","305,531","17,119","1,385",212,"6,604","6,604",0,2,0,09/22/2020 09:51:57 AM,Agree,Agree
10/16/2020,CA,"861,476",,,"3,075",0,"16,830",,,73,0,10/17/2020 02:09:18 PM,Not agree,Not agree
12/11/2020,UT,"228,129","228,129",0,"2,183",0,"1,025","1,007",18,9,0,12/12/2020 02:59:37 PM,Agree,Agree
03/01/2020,MI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
07/02/2020,NY,"179,052",,,448,0,"8,691",,,4,0,07/03/2020 03:01:33 PM,Not agree,Not agree
05/13/2020,AR,"4,236",,,72,0,97,,,2,0,05/14/2020 05:25:44 PM,Not agree,Not agree
09/29/2020,RMI,0,0,0,0,0,0,0,0,0,0,09/30/2020 02:17:41 PM,Agree,Agree
02/17/2020,MD,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
11/19/2020,DC,"19,678",,,213,0,667,,,2,0,11/20/2020 03:06:16 PM,,
05/17/2020,FSM,0,0,0,0,0,0,0,0,0,0,05/18/2020 04:01:54 PM,Agree,Agree
04/27/2020,NJ,"111,188","111,188",0,"2,150",0,"6,044","6,044",0,106,0,05/25/2020 03:38:40 PM,Agree,Agree
05/12/2020,OR,"3,358","3,283",75,72,11,130,130,0,0,0,05/13/2020 03:26:08 PM,Agree,Agree
11/19/2020,RMI,4,1,3,0,0,0,0,0,0,0,11/20/2020 03:06:16 PM,Agree,Agree
01/29/2020,TN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
10/22/2020,WY,"10,119","8,537","1,582",271,39,68,68,0,7,0,10/23/2020 01:44:31 PM,Agree,Agree
09/08/2020,DE,"18,308","17,317",991,0,0,609,537,72,0,0,09/09/2020 01:47:50 PM,Agree,Agree
09/03/2020,ID,"32,927","30,489","2,438",263,1,372,336,36,0,0,09/04/2020 01:36:16 PM,Agree,Agree
09/14/2020,OK,"77,208","70,223","6,985",869,0,905,905,0,0,0,09/15/2020 02:03:59 PM,Agree,Agree
08/22/2020,KS,"36,856","35,895",961,0,0,419,,,0,0,08/23/2020 02:15:28 PM,Agree,N/A
05/10/2020,CT,"33,554","31,714","1,840",570,-131,"2,967","2,243",724,35,-47,05/11/2020 09:26:08 PM,Agree,Agree
11/27/2020,VI,"1,538",,,0,0,23,,,0,0,11/28/2020 02:46:47 PM,,
12/15/2020,IL,"863,477","863,477",0,"7,359",0,"15,587","14,509","1,078",132,17,12/16/2020 02:28:57 PM,Agree,Agree
02/13/2021,OK,"416,213","323,570","92,643","1,111",302,"4,034","3,568",466,30,-1,02/14/2021 02:51:00 PM,Agree,Agree
05/11/2020,WY,669,510,159,7,1,7,7,0,0,0,05/12/2020 05:26:08 PM,Agree,Agree
04/27/2020,NM,"2,823",,,97,0,104,,,5,0,05/25/2020 03:38:40 PM,N/A,Not agree
04/14/2020,WA,"10,694",,,156,,546,,,38,,04/13/2020 04:22:39 PM,N/A,N/A
01/21/2021,TN,"697,783","595,776","102,007","3,492","1,030","8,684","7,221","1,463",128,41,01/22/2021 02:51:49 PM,Agree,Agree
03/28/2020,KS,261,,,59,,5,,,1,,03/28/2020 04:22:39 PM,Agree,N/A
08/20/2020,SD,"10,691",,,125,0,157,155,2,2,0,08/21/2020 02:27:34 PM,N/A,Agree
01/27/2020,RI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,N/A
12/03/2020,CA,"1,264,539",,,"18,591",0,"19,437",,,113,0,12/04/2020 03:00:59 PM,Not agree,Not agree
03/15/2020,RI,21,,,12,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,N/A
07/28/2020,MD,"86,285",,,761,0,"3,478","3,347",131,20,0,07/29/2020 02:34:46 PM,N/A,Agree
06/08/2020,MA,"103,626","99,755","3,871",190,-3,"7,353","7,217",136,37,-1,06/09/2020 04:49:08 PM,Agree,Agree
07/30/2020,MP,42,42,0,0,0,2,2,0,0,0,07/31/2020 02:35:06 PM,Agree,Agree
08/11/2020,WA,"64,151",,,504,0,"1,716",,,19,0,08/12/2020 01:50:14 PM,N/A,N/A
09/08/2020,AL,"133,606","121,879","11,727",2,2,"2,277","2,153",124,10,10,09/09/2020 01:47:50 PM,Agree,Agree
11/22/2020,WV,"40,478","35,292","5,186",880,179,662,,,4,0,11/23/2020 03:04:35 PM,Agree,Not agree
04/15/2020,ID,"1,587","1,507",80,101,80,41,41,0,2,0,04/15/2020 04:22:39 PM,Agree,Agree
03/18/2020,OK,31,,,12,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
12/01/2020,TX,"1,296,972",,,"18,540","2,401","21,549",,,170,0,02/19/2021 01:40:11 PM,Not agree,Not agree
06/02/2020,NE,"14,611",,,266,0,181,,,3,0,06/03/2020 02:11:36 PM,Not agree,Not agree
01/23/2020,OR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/24/2021,CO,"386,285","367,746","18,539","1,319",93,"5,505","4,801",704,23,0,01/25/2021 02:42:40 PM,Agree,Agree
10/29/2020,WI,"226,705","214,996","11,709","5,146",276,"2,003","1,948",55,60,9,10/30/2020 01:37:23 PM,Agree,Agree
11/12/2020,PR,"41,119","40,574",545,667,61,914,704,210,5,1,11/13/2020 02:54:34 PM,Agree,Agree
03/26/2020,AZ,508,,,107,,8,,,2,,03/26/2020 04:22:39 PM,Agree,Agree
10/28/2020,MA,"160,394","150,498","9,896","1,137",0,"9,908","9,700",208,36,0,10/29/2020 02:11:33 PM,Agree,Agree
06/22/2020,PA,"82,186","79,859","2,327",0,0,"6,426",,,0,-264,06/23/2020 02:28:19 PM,Agree,Not agree
07/23/2020,ME,"3,758","3,358",400,21,-3,118,117,1,0,0,07/24/2020 02:18:40 PM,Agree,Agree
02/07/2020,KY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/27/2020,MD,"66,777",,,327,0,"3,168","3,042",126,11,-1,06/28/2020 02:59:02 PM,N/A,Agree
11/19/2020,VI,"1,469",,,0,0,23,,,0,0,11/20/2020 03:06:16 PM,,
06/29/2020,AR,"20,257",,,439,0,265,,,1,0,06/30/2020 03:27:33 PM,Not agree,Not agree
03/09/2020,AK,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,N/A
10/25/2020,FSM,0,0,0,0,0,0,0,0,0,0,10/26/2020 01:41:41 PM,Agree,Agree
05/19/2020,ND,"1,994","1,994",0,63,0,45,,,1,0,05/20/2020 03:28:26 PM,Agree,Not agree
08/11/2020,MI,"98,213","88,756","9,457",907,111,"6,533","6,264",269,7,0,08/12/2020 01:50:14 PM,Agree,Agree
12/23/2020,WV,"75,936","62,419","13,517","1,199",440,"1,194",,,23,4,12/24/2020 02:31:20 PM,Agree,Not agree
10/24/2020,UT,"103,117","103,117",0,"1,608",0,568,563,5,1,0,10/25/2020 01:45:35 PM,Agree,Agree
05/08/2020,CA,"62,512",,,"1,898",0,"2,585",,,81,0,05/09/2020 09:26:08 PM,Not agree,Not agree
02/22/2021,VT,"14,608",,,115,3,198,,,1,0,02/23/2021 02:51:13 PM,Not agree,Not agree
10/08/2020,RMI,0,0,0,0,0,0,0,0,0,0,10/09/2020 01:43:36 PM,Agree,Agree
04/20/2020,GA,"18,416","18,407",9,843,0,782,,,91,,04/20/2020 12:22:39 PM,Agree,Agree
03/25/2020,VA,460,,,69,,13,,,4,,03/26/2020 04:22:39 PM,Agree,Agree
07/31/2020,AZ,"174,010","174,010",0,"3,212",0,"3,694","3,694",0,68,0,08/01/2020 02:38:12 PM,Agree,Agree
07/29/2020,FSM,0,0,0,0,0,0,0,0,0,0,07/30/2020 02:42:43 PM,Agree,Agree
11/17/2020,MD,"171,823",,,"2,018",0,"4,351","4,201",150,16,1,11/18/2020 02:57:46 PM,N/A,Agree
11/11/2020,PW,0,,,0,0,0,,,0,0,11/12/2020 02:55:21 PM,,
02/03/2021,DE,"78,982","75,074","3,908",286,39,"1,130","1,017",113,22,2,02/04/2021 02:53:58 PM,Agree,Agree
08/02/2020,HI,"2,424",,,207,0,26,,,0,0,08/03/2020 10:31:01 AM,Not agree,Not agree
05/26/2020,AZ,"16,783","16,783",0,222,0,807,807,0,1,0,05/27/2020 03:37:59 PM,Agree,Agree
02/05/2021,KS,"281,562","230,516","51,046","2,647",661,"4,101",,,206,65,02/06/2021 04:05:17 PM,Agree,N/A
08/16/2020,TX,"535,042",,,"6,204",0,"9,983",,,143,0,08/17/2020 02:26:31 PM,Not agree,Not agree
07/14/2020,CO,"37,686","34,663","3,023",444,10,"1,738","1,408",330,11,3,07/15/2020 03:05:12 PM,Agree,Agree
09/23/2020,RI,"24,177",,,133,0,"1,102",,,3,0,09/24/2020 01:54:02 PM,Not agree,N/A
07/14/2020,DE,"13,050","12,069",981,81,1,521,463,58,3,0,07/15/2020 03:05:12 PM,Agree,Agree
07/04/2020,VT,"1,238",,,0,0,56,,,0,0,07/05/2020 03:00:14 PM,Not agree,Not agree
06/13/2020,MD,"61,701",,,396,0,"2,939","2,811",128,13,1,06/14/2020 02:19:43 PM,N/A,Agree
12/14/2020,MA,"293,042","283,146","9,896","3,572",0,"11,343","11,135",208,37,0,12/15/2020 02:39:02 PM,Agree,Agree
01/30/2021,NYC,"610,313","523,526","86,787","4,836",502,"27,140","22,143","4,997",97,16,01/31/2021 02:48:12 PM,Agree,Agree
12/18/2020,TN,"503,651","452,581","51,070","10,421","1,945","5,960","5,287",673,115,23,12/19/2020 02:42:31 PM,Agree,Agree
05/21/2020,ME,"1,948","1,749",199,71,0,75,74,1,2,0,05/22/2020 03:31:45 PM,Agree,Agree
02/01/2020,MT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/25/2020,NJ,"4,402",,,727,,62,,,18,,03/26/2020 04:22:39 PM,Agree,Agree
05/19/2020,AZ,"14,566","14,566",0,396,0,704,704,0,18,0,05/20/2020 03:28:26 PM,Agree,Agree
08/06/2020,IN,"71,015",,,"1,040",0,"3,013","2,811",202,6,0,08/07/2020 11:57:59 PM,Not agree,Agree
10/11/2020,CA,"846,579",,,"3,803",0,"16,564",,,64,0,10/12/2020 02:07:08 PM,Not agree,Not agree
08/29/2020,HI,"8,313",,,200,0,62,,,3,0,08/30/2020 10:49:52 AM,Not agree,Not agree
10/16/2020,CO,"83,230","77,557","5,673","1,312",132,"2,172","1,792",380,10,1,10/17/2020 02:09:18 PM,Agree,Agree
01/18/2021,TX,"2,125,552",,,"11,590",862,"32,084",,,46,0,01/19/2021 02:37:00 PM,Not agree,Not agree
09/29/2020,ME,"5,391","4,824",567,54,7,141,140,1,1,0,09/30/2020 02:17:41 PM,Agree,Agree
09/17/2020,PW,0,,,0,0,0,,,0,0,09/18/2020 01:48:37 PM,,
01/05/2021,NJ,"551,419","499,636","51,783","5,328",9,"19,382","17,361","2,021",138,0,01/06/2021 02:58:26 PM,Agree,Agree
02/25/2020,TN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
10/08/2020,CA,"834,800",,,"3,575",0,"16,361",,,133,0,10/09/2020 01:43:36 PM,Not agree,Not agree
02/08/2020,MN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
03/25/2020,AZ,401,,,75,,6,,,1,,03/26/2020 04:22:39 PM,Agree,Agree
07/13/2020,WA,"41,757",,,"1,101",0,"1,399",,,-39,0,07/14/2020 03:13:07 PM,N/A,N/A
08/18/2020,CT,"51,255","49,236","2,019",-12,3,"4,456","3,571",885,0,1,08/19/2020 02:23:51 PM,Agree,Agree
08/15/2020,CT,"50,897","48,887","2,010",0,0,"4,453","3,569",884,0,0,08/16/2020 02:57:14 PM,Agree,Agree
01/31/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
09/23/2020,MI,"131,259","118,615","12,644",902,197,"7,013","6,692",321,16,4,09/24/2020 01:54:02 PM,Agree,Agree
01/22/2021,HI,"24,201",,,122,0,329,,,4,0,01/23/2021 02:50:13 PM,Not agree,Not agree
07/17/2020,GA,"137,102","133,393","3,709","4,233",251,"3,132","3,132",0,28,0,07/18/2020 12:14:26 PM,Agree,Agree
02/05/2021,NV,"282,493",,,897,0,"4,463",,,39,0,02/06/2021 04:05:17 PM,,
10/04/2020,PA,"163,535","158,001","5,534","2,251",156,"8,216",,,17,26,10/05/2020 01:49:47 PM,Agree,Not agree
12/24/2020,OK,"276,095","224,254","51,841",0,0,"2,291","2,150",141,0,0,12/25/2020 02:25:34 PM,Agree,Agree
09/10/2020,GA,"301,835","287,234","14,601","2,214",368,"6,204","6,204",0,76,0,09/11/2020 09:51:03 AM,Agree,Agree
01/13/2021,IL,"1,046,030","1,046,030",0,"5,862",0,"19,617","17,840","1,777",120,23,01/14/2021 03:12:46 PM,Agree,Agree
10/04/2020,NV,"82,204",,,392,0,"1,665",,,3,0,10/05/2020 01:49:47 PM,,
01/19/2021,UT,"326,221","326,221",0,"1,302",0,"1,507","1,466",41,7,1,01/20/2021 02:44:03 PM,Agree,Agree
07/22/2020,SC,"75,159","74,484",675,"1,971",88,"1,391",,,46,2,02/08/2021 12:00:00 AM,Agree,Not agree
12/20/2020,PA,"555,844","505,347","50,497","7,355",340,"13,924",,,99,74,12/21/2020 02:39:53 PM,Agree,Not agree
11/21/2020,MS,"143,180","117,309","25,871",779,238,"3,676","3,233",443,19,10,11/22/2020 03:02:23 PM,Agree,Agree
03/29/2020,PW,0,,,0,,0,,,0,,03/28/2020 04:22:39 PM,,
07/17/2020,FSM,0,0,0,0,0,0,0,0,0,0,07/18/2020 04:14:26 PM,Agree,Agree
03/11/2020,GA,55,55,0,16,0,0,,,0,,03/26/2020 12:22:39 PM,Agree,Agree
08/20/2020,WY,"3,468","2,940",528,38,7,34,34,0,0,0,08/21/2020 02:27:34 PM,Agree,Agree
03/18/2020,DE,26,,,10,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
12/28/2020,AZ,"504,423","481,423","23,000","10,086",391,"8,469","7,693",776,42,2,12/29/2020 02:56:32 PM,Agree,Agree
08/16/2020,VI,741,,,7,0,9,,,0,0,08/17/2020 02:26:31 PM,,
07/15/2020,PW,0,,,0,0,0,,,0,0,07/16/2020 02:22:21 PM,,
01/06/2021,SD,"101,684",,,608,188,"1,519","1,226",293,6,1,01/07/2021 02:56:59 PM,N/A,Agree
12/07/2020,WI,"443,389","414,332","29,057","2,322",167,"3,973","3,738",235,21,2,12/08/2020 02:59:49 PM,Agree,Agree
12/16/2020,MA,"302,212","292,316","9,896","5,450",0,"11,469","11,261",208,71,0,12/17/2020 02:33:42 PM,Agree,Agree
07/13/2020,NYC,"221,089","216,468","4,621",270,1,"23,336","18,720","4,616",13,1,07/14/2020 03:13:07 PM,Agree,Agree
03/02/2020,MN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
03/07/2020,UT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
11/16/2020,ND,"65,967","65,967",0,"1,082",0,769,,,26,0,11/17/2020 02:52:47 PM,Agree,Not agree
12/05/2020,NC,"388,552","363,698","24,854","6,018",787,"5,516","5,323",193,49,5,12/06/2020 02:51:16 PM,Agree,Agree
11/01/2020,WY,"13,723","11,638","2,085",425,63,87,87,0,0,0,11/02/2020 02:53:09 PM,Agree,Agree
10/22/2020,GU,"4,141",,,85,1,69,,,0,0,10/23/2020 01:44:31 PM,Not agree,Not agree
01/23/2020,KY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/03/2020,WI,"19,400","19,400",0,483,0,616,616,0,9,0,06/04/2020 03:03:31 PM,Agree,Agree
02/16/2021,GA,"969,702","794,349","175,353","2,895","1,055","16,174","14,176","1,998",246,67,02/17/2021 02:51:58 PM,Agree,Agree
12/15/2020,MN,"384,164",,,"2,323",173,"4,542","4,369",173,21,2,12/16/2020 02:28:57 PM,N/A,Agree
12/26/2020,PR,"73,227","69,265","3,962",784,-20,"1,445","1,196",249,13,4,12/27/2020 02:44:47 PM,Agree,Agree
06/11/2020,MT,573,573,0,12,0,18,18,0,0,0,06/12/2020 02:17:59 PM,Agree,Agree
02/11/2021,KS,"284,894","233,585","51,309",0,0,"4,303",,,0,0,02/12/2021 02:56:38 PM,Agree,N/A
09/22/2020,NE,"41,785",,,397,0,461,,,9,0,09/23/2020 01:51:22 PM,Not agree,Not agree
04/03/2020,GU,84,,,2,,4,,,1,,04/03/2020 04:22:39 PM,Not agree,Not agree
10/08/2020,WY,"7,092","6,031","1,061",193,28,54,54,0,1,0,10/09/2020 01:43:36 PM,Agree,Agree
10/17/2020,VA,"166,138","155,838","10,300",900,130,"3,433","3,186",247,11,0,10/18/2020 01:26:54 PM,Agree,Agree
10/20/2020,AL,"174,528","153,016","21,512","1,043",299,"2,805","2,633",172,16,4,10/21/2020 01:34:31 PM,Agree,Agree
11/27/2020,ME,"11,288","10,125","1,163",23,3,191,190,1,1,0,11/28/2020 02:46:47 PM,Agree,Agree
11/16/2020,NH,"15,029",,,358,167,500,,,1,1,11/17/2020 02:52:47 PM,Not agree,Not agree
07/23/2020,MS,"49,663","49,050",613,"1,610",28,"1,463","1,428",35,27,0,07/24/2020 02:18:40 PM,Agree,Agree
09/24/2020,KS,"55,226","52,665","2,561",0,0,621,,,0,0,09/25/2020 01:54:10 PM,Agree,N/A
02/07/2020,GU,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
08/08/2020,MI,"96,191","86,889","9,302",721,23,"6,520","6,250",270,-4,-7,08/09/2020 02:03:10 PM,Agree,Agree
02/29/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
10/08/2020,VI,"1,324",,,2,0,20,,,0,0,10/09/2020 01:43:36 PM,,
09/02/2020,CO,"58,019","54,109","3,910",244,13,"1,952","1,604",348,6,0,09/03/2020 02:18:16 PM,Agree,Agree
08/14/2020,OH,"106,557","100,945","5,612","1,131",42,"3,784","3,510",274,29,0,08/15/2020 02:02:05 PM,Agree,Agree
04/11/2020,VT,711,,,32,,25,,,1,,04/10/2020 04:22:39 PM,Not agree,Not agree
01/26/2021,IN,"614,946",,,"1,718",0,"9,807","9,432",375,79,-1,01/27/2021 02:53:24 PM,Not agree,Agree
08/25/2020,AS,0,,,0,0,0,,,0,0,08/26/2020 01:51:40 PM,,
05/31/2020,HI,644,,,0,0,17,,,0,0,05/31/2020 12:00:00 AM,Not agree,Not agree
02/18/2021,DE,"83,852","79,506","4,346",271,22,"1,326","1,196",130,10,4,02/19/2021 03:33:51 PM,Agree,Agree
06/26/2020,VI,81,,,0,0,6,,,0,0,06/27/2020 05:51:58 PM,,
04/10/2020,MS,"2,469",,,0,,82,,,0,,04/09/2020 04:22:39 PM,Agree,Agree
04/09/2020,HI,469,,,11,0,6,,,1,,04/08/2020 12:22:39 PM,Not agree,Not agree
01/31/2020,CT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/09/2021,MO,"420,583",,,"3,825",0,"5,944",,,32,0,01/10/2021 04:10:55 PM,Not agree,Not agree
